playerID,SUM(b.H),SUM(b.HR),SUM(b.RBI),SUM(P.SO),AVG(P.ERA),inducted
whiteso99,NULL,NULL,NULL,NULL,NULL,Y
wilkijl99,NULL,NULL,NULL,NULL,NULL,Y
wilsoju99,NULL,NULL,NULL,NULL,NULL,Y
dreyfba99,NULL,NULL,NULL,NULL,NULL,Y
kuhnbo99,NULL,NULL,NULL,NULL,NULL,Y
omallwa99,NULL,NULL,NULL,NULL,NULL,Y
harvedo99,NULL,NULL,NULL,NULL,NULL,Y
gillipa99,NULL,NULL,NULL,NULL,NULL,Y
ruperja99,NULL,NULL,NULL,NULL,NULL,Y
drewj.01,NULL,NULL,NULL,NULL,NULL,N
seligbu99,NULL,NULL,NULL,NULL,NULL,Y
schurjo99,NULL,NULL,NULL,NULL,NULL,Y
